PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P242
Station name, FrazierAirCN2004
Begin Date, 2004-12-18
End Date, 2023-08-28
Release Date, 2023-08-29
Source file, P242.cwu.igs14.pos
Offset from source file, 89.87 mm North, -186.12 mm East, -10.46 mm Vertical
Reference position, 36.9539319849 North Latitude, -121.4631841431 East Longitude, 14.75973 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2021-12-10,187.61, -532.53, -61.71, 2.01, 1.58, 7.83, suppf,
2021-12-11,186.00, -536.97, -59.63, 1.88, 1.54, 7.54, suppf,
2021-12-12,187.53, -533.00, -62.17, 1.88, 1.54, 7.53, suppf,
2021-12-13,186.17, -534.02, -60.15, 1.89, 1.56, 7.63, suppf,
2021-12-14,185.71, -534.32, -58.79, 1.9, 1.55, 7.61, suppf,
2021-12-15,188.26, -532.76, -66.03, 1.91, 1.59, 7.78, suppf,
2021-12-16,186.41, -533.35, -57.03, 1.93, 1.6, 7.85, suppf,
2021-12-17,187.64, -532.75, -64.26, 1.9, 1.57, 7.64, suppf,
2021-12-18,188.04, -533.12, -63.71, 1.89, 1.58, 7.65, suppf,
2021-12-19,188.06, -534.34, -65.38, 1.9, 1.57, 7.61, suppf,
2021-12-20,187.24, -532.68, -61.37, 1.9, 1.58, 7.67, suppf,
2021-12-21,186.09, -532.48, -61.64, 1.89, 1.58, 7.68, suppf,
2021-12-22,185.69, -533.94, -59.86, 1.94, 1.6, 7.88, suppf,
2021-12-23,186.54, -533.75, -52.09, 1.94, 1.61, 7.92, suppf,
2021-12-24,186.45, -534.25, -50.55, 1.9, 1.57, 7.64, suppf,
2021-12-25,186.30, -534.00, -55.22, 1.87, 1.56, 7.57, suppf,
2021-12-26,185.83, -533.99, -55.01, 1.89, 1.57, 7.67, suppf,
2021-12-27,186.66, -533.62, -52.19, 1.89, 1.57, 7.67, suppf,
2021-12-28,187.08, -533.63, -55.42, 1.89, 1.53, 7.48, suppf,
2021-12-29,186.70, -533.75, -55.49, 1.88, 1.53, 7.47, suppf,
2021-12-30,186.23, -534.24, -52.24, 1.87, 1.52, 7.42, suppf,
2021-12-31,187.49, -534.16, -58.82, 1.86, 1.52, 7.37, suppf,
2022-01-01,186.77, -534.54, -56.92, 1.88, 1.54, 7.52, suppf,
2022-01-02,188.83, -536.94, -60.58, 1.89, 1.53, 7.47, suppf,
2022-01-03,187.18, -534.81, -64.06, 1.88, 1.53, 7.5, suppf,
2022-01-04,187.53, -533.69, -59.68, 1.89, 1.54, 7.52, suppf,
2022-01-05,186.30, -533.59, -63.03, 1.88, 1.54, 7.51, suppf,
2022-01-06,186.27, -534.12, -58.11, 1.89, 1.55, 7.6, suppf,
2022-01-07,185.22, -534.20, -48.98, 1.91, 1.57, 7.73, suppf,
2022-01-08,186.91, -534.50, -51.89, 1.88, 1.53, 7.47, suppf,
2022-01-09,187.03, -533.54, -61.88, 2.01, 1.6, 7.96, suppf,
2022-01-10,187.63, -534.20, -64.06, 1.87, 1.54, 7.47, suppf,
2022-01-11,188.11, -534.33, -63.93, 1.85, 1.52, 7.37, suppf,
2022-01-12,187.57, -533.93, -61.89, 1.87, 1.53, 7.46, suppf,
2022-01-13,186.61, -534.04, -58.61, 1.87, 1.53, 7.44, suppf,
2022-01-14,186.44, -533.94, -58.38, 1.88, 1.54, 7.5, suppf,
2022-01-15,187.25, -535.21, -57.74, 1.89, 1.54, 7.51, suppf,
2022-01-16,186.52, -534.35, -58.00, 1.87, 1.54, 7.5, suppf,
2022-01-17,185.66, -534.57, -52.96, 1.86, 1.52, 7.39, suppf,
2022-01-18,187.97, -535.09, -57.19, 1.88, 1.54, 7.55, suppf,
2022-01-19,187.35, -534.50, -59.81, 1.88, 1.53, 7.47, suppf,
2022-01-20,188.00, -534.81, -58.71, 1.88, 1.53, 7.48, suppf,
2022-01-21,188.33, -534.45, -60.86, 1.87, 1.53, 7.47, suppf,
2022-01-22,187.25, -534.96, -57.35, 1.86, 1.52, 7.39, suppf,
2022-01-23,187.20, -534.93, -58.81, 1.87, 1.52, 7.42, suppf,
2022-01-24,187.65, -534.82, -50.99, 1.88, 1.53, 7.49, suppf,
2022-01-25,187.56, -536.06, -56.32, 1.9, 1.54, 7.55, suppf,
2022-01-26,187.47, -535.25, -53.56, 1.89, 1.53, 7.51, suppf,
2022-01-27,187.97, -534.96, -56.27, 1.82, 1.51, 7.29, suppf,
2022-01-28,187.48, -535.53, -57.04, 1.83, 1.52, 7.35, suppf,
2022-01-29,187.58, -535.75, -54.46, 1.82, 1.51, 7.28, suppf,
2022-01-30,187.73, -536.04, -50.58, 1.83, 1.5, 7.3, suppf,
2022-01-31,187.69, -536.51, -51.10, 1.84, 1.52, 7.37, suppf,
2022-02-01,187.13, -536.76, -49.35, 1.83, 1.52, 7.34, suppf,
2022-02-02,188.39, -536.54, -49.77, 1.82, 1.51, 7.27, suppf,
2022-02-03,188.95, -537.45, -52.21, 1.82, 1.51, 7.28, suppf,
2022-02-04,188.09, -536.26, -57.24, 1.83, 1.51, 7.3, suppf,
2022-02-05,188.31, -536.76, -56.24, 1.83, 1.5, 7.28, suppf,
2022-02-06,187.69, -537.06, -47.91, 1.86, 1.54, 7.53, suppf,
2022-02-07,188.68, -537.15, -52.84, 1.85, 1.54, 7.49, suppf,
2022-02-08,188.50, -536.97, -51.50, 1.85, 1.56, 7.51, suppf,
2022-02-09,187.79, -537.00, -48.26, 1.83, 1.54, 7.41, suppf,
2022-02-10,188.36, -536.89, -48.06, 1.84, 1.51, 7.31, suppf,
2022-02-11,187.98, -537.40, -44.78, 1.83, 1.51, 7.32, suppf,
2022-02-12,187.09, -536.27, -44.87, 1.83, 1.52, 7.33, suppf,
2022-02-13,187.58, -537.19, -50.47, 1.82, 1.51, 7.27, suppf,
2022-02-14,186.71, -537.02, -48.78, 1.82, 1.51, 7.26, suppf,
2022-02-15,185.68, -537.97, -45.77, 1.9, 1.56, 7.5, suppf,
2022-02-16,186.23, -537.36, -41.91, 1.83, 1.52, 7.35, suppf,
2022-02-17,187.21, -537.81, -47.96, 1.83, 1.51, 7.3, suppf,
2022-02-18,187.39, -538.13, -48.33, 1.82, 1.51, 7.26, suppf,
2022-02-19,188.04, -537.77, -46.54, 1.81, 1.51, 7.25, suppf,
2022-02-20,188.21, -538.21, -44.34, 1.82, 1.51, 7.29, suppf,
2022-02-21,187.23, -539.03, -39.29, 1.84, 1.52, 7.38, suppf,
2022-02-22,187.32, -539.58, -43.60, 1.85, 1.52, 7.37, suppf,
2022-02-23,189.42, -538.53, -41.70, 1.84, 1.51, 7.31, suppf,
2022-02-24,187.49, -540.22, -45.89, 1.95, 1.55, 7.77, suppf,
2022-02-25,188.63, -539.23, -46.03, 1.92, 1.55, 7.71, suppf,
2022-02-26,188.91, -539.51, -45.63, 1.82, 1.51, 7.28, suppf,
2022-02-27,187.21, -538.50, -42.00, 1.82, 1.51, 7.31, suppf,
2022-02-28,187.75, -538.96, -46.26, 1.82, 1.51, 7.29, suppf,
2022-03-01,187.52, -538.20, -45.11, 1.82, 1.5, 7.23, suppf,
2022-03-02,187.28, -539.06, -48.35, 1.81, 1.5, 7.22, suppf,
2022-03-03,186.43, -539.21, -40.66, 1.82, 1.51, 7.27, suppf,
2022-03-04,186.80, -539.77, -37.52, 1.84, 1.51, 7.34, suppf,
2022-03-05,187.16, -539.80, -47.08, 1.84, 1.52, 7.38, suppf,
2022-03-06,187.59, -538.66, -45.19, 1.82, 1.51, 7.27, suppf,
2022-03-07,187.42, -538.64, -50.41, 1.82, 1.5, 7.25, suppf,
2022-03-08,188.86, -539.73, -40.99, 1.82, 1.51, 7.3, suppf,
2022-03-09,187.03, -539.10, -40.17, 1.83, 1.51, 7.33, suppf,
2022-03-10,188.19, -540.56, -40.99, 1.9, 1.53, 7.47, suppf,
2022-03-11,189.40, -540.63, -44.18, 1.89, 1.51, 7.4, suppf,
2022-03-12,188.52, -539.78, -43.52, 1.82, 1.5, 7.25, suppf,
2022-03-13,187.77, -540.68, -35.43, 1.83, 1.52, 7.37, suppf,
2022-03-14,188.59, -540.19, -48.91, 1.83, 1.52, 7.33, suppf,
2022-03-15,188.05, -539.61, -50.47, 1.85, 1.53, 7.45, suppf,
2022-03-16,187.10, -539.88, -41.95, 1.83, 1.51, 7.31, suppf,
2022-03-17,188.17, -540.35, -46.63, 1.83, 1.55, 7.41, suppf,
2022-03-18,186.57, -540.31, -40.41, 1.85, 1.57, 7.49, suppf,
2022-03-19,187.02, -542.02, -42.00, 1.88, 1.57, 7.68, suppf,
2022-03-20,185.02, -539.89, -43.54, 1.87, 1.54, 7.5, suppf,
2022-03-21,187.77, -539.47, -43.68, 1.86, 1.53, 7.44, suppf,
2022-03-22,188.37, -539.48, -43.15, 1.83, 1.51, 7.3, suppf,
2022-03-23,187.03, -539.71, -45.00, 1.83, 1.52, 7.36, suppf,
2022-03-24,187.88, -540.39, -39.86, 1.85, 1.55, 7.46, suppf,
2022-03-25,187.76, -540.10, -40.64, 1.86, 1.55, 7.48, suppf,
2022-03-26,186.51, -540.99, -37.74, 1.84, 1.52, 7.34, suppf,
2022-03-27,185.97, -540.50, -40.96, 1.83, 1.51, 7.29, suppf,
2022-03-28,187.54, -540.85, -36.99, 1.96, 1.61, 7.8, suppf,
2022-03-29,186.75, -541.07, -36.00, 1.83, 1.51, 7.33, suppf,
2022-03-30,187.29, -540.69, -37.71, 1.83, 1.52, 7.34, suppf,
2022-03-31,187.41, -541.09, -35.56, 1.84, 1.51, 7.34, suppf,
2022-04-01,187.85, -541.40, -37.42, 1.83, 1.51, 7.28, suppf,
2022-04-02,187.28, -541.07, -39.59, 1.84, 1.51, 7.32, suppf,
2022-04-03,186.69, -540.74, -39.27, 1.83, 1.52, 7.34, suppf,
2022-04-04,187.90, -540.78, -39.55, 1.86, 1.54, 7.49, suppf,
2022-04-05,186.34, -540.30, -34.78, 1.84, 1.51, 7.33, suppf,
2022-04-06,187.04, -540.39, -38.97, 1.84, 1.52, 7.36, suppf,
2022-04-07,186.50, -540.05, -38.62, 1.81, 1.5, 7.22, suppf,
2022-04-08,187.41, -540.43, -37.64, 1.86, 1.54, 7.37, suppf,
2022-04-09,188.67, -540.97, -35.41, 1.83, 1.52, 7.34, suppf,
2022-04-10,186.82, -541.02, -34.77, 1.83, 1.53, 7.41, suppf,
2022-04-11,185.91, -541.68, -37.62, 1.87, 1.59, 7.59, suppf,
2022-04-12,188.72, -542.02, -43.26, 1.82, 1.5, 7.24, suppf,
2022-04-13,187.35, -541.27, -47.11, 1.82, 1.5, 7.25, suppf,
2022-04-14,187.10, -541.93, -41.02, 1.83, 1.5, 7.3, suppf,
2022-04-15,186.96, -542.16, -40.60, 1.85, 1.56, 7.53, suppf,
2022-04-16,187.12, -540.71, -48.86, 1.86, 1.58, 7.55, suppf,
2022-04-17,187.26, -540.29, -51.41, 1.8, 1.49, 7.19, suppf,
2022-04-18,187.41, -541.98, -54.09, 1.83, 1.52, 7.36, suppf,
2022-04-19,187.07, -542.63, -45.87, 1.85, 1.52, 7.37, suppf,
2022-04-20,187.36, -542.38, -45.17, 1.86, 1.53, 7.44, suppf,
2022-04-21,186.26, -543.02, -44.58, 1.91, 1.56, 7.73, suppf,
2022-04-22,186.51, -541.10, -41.73, 1.88, 1.52, 7.51, suppf,
2022-04-23,188.12, -542.50, -48.47, 1.84, 1.52, 7.41, suppf,
2022-04-24,186.80, -541.51, -45.26, 1.83, 1.51, 7.29, suppf,
2022-04-25,187.01, -541.84, -51.34, 1.85, 1.53, 7.45, suppf,
2022-04-26,187.87, -542.54, -47.03, 1.86, 1.53, 7.47, suppf,
2022-04-27,187.36, -542.11, -46.80, 1.95, 1.55, 7.51, suppf,
2022-04-28,186.37, -542.17, -46.35, 1.93, 1.54, 7.47, suppf,
2022-04-29,187.05, -540.65, -46.64, 1.83, 1.51, 7.32, suppf,
2022-04-30,188.07, -541.90, -53.22, 1.84, 1.52, 7.37, suppf,
2022-05-01,187.28, -541.62, -50.16, 1.85, 1.52, 7.41, suppf,
2022-05-02,187.71, -542.81, -48.68, 1.93, 1.57, 7.67, suppf,
2022-05-03,186.48, -542.36, -47.60, 1.93, 1.59, 7.66, suppf,
2022-05-04,186.44, -543.06, -47.09, 1.91, 1.59, 7.61, suppf,
2022-05-05,186.27, -541.70, -50.13, 1.83, 1.52, 7.37, suppf,
2022-05-06,186.25, -541.68, -46.67, 1.86, 1.53, 7.48, suppf,
2022-05-07,186.70, -542.03, -43.68, 1.87, 1.55, 7.59, suppf,
2022-05-08,187.18, -542.28, -44.18, 1.84, 1.53, 7.43, suppf,
2022-05-09,185.95, -542.24, -45.99, 1.83, 1.51, 7.32, suppf,
2022-05-10,186.61, -542.34, -46.80, 1.85, 1.53, 7.45, suppf,
2022-05-11,187.30, -542.20, -51.38, 1.83, 1.52, 7.38, suppf,
2022-05-12,186.38, -541.82, -55.85, 1.85, 1.52, 7.41, suppf,
2022-05-13,186.02, -542.63, -50.12, 1.84, 1.52, 7.38, suppf,
2022-05-14,185.67, -542.42, -51.68, 1.82, 1.52, 7.3, suppf,
2022-05-15,183.95, -542.36, -55.10, 1.83, 1.51, 7.33, suppf,
2022-05-16,185.83, -541.70, -60.74, 1.84, 1.54, 7.51, suppf,
2022-05-17,185.55, -542.12, -56.37, 1.85, 1.53, 7.45, suppf,
2022-05-18,184.86, -542.03, -53.75, 1.84, 1.52, 7.39, suppf,
2022-05-19,184.54, -541.56, -47.09, 1.89, 1.59, 7.58, suppf,
2022-05-20,184.38, -542.80, -47.07, 1.88, 1.59, 7.53, suppf,
2022-05-21,185.39, -542.92, -51.39, 1.83, 1.52, 7.37, suppf,
2022-05-22,185.26, -542.14, -59.27, 1.84, 1.52, 7.41, suppf,
2022-05-23,184.16, -541.37, -50.50, 1.85, 1.54, 7.48, suppf,
2022-05-24,183.56, -542.04, -56.02, 1.84, 1.53, 7.43, suppf,
2022-05-25,185.32, -542.42, -56.83, 1.83, 1.52, 7.38, suppf,
2022-05-26,184.18, -542.46, -55.24, 1.86, 1.53, 7.38, suppf,
2022-05-27,184.15, -542.39, -55.78, 1.86, 1.53, 7.4, suppf,
2022-05-28,184.33, -542.71, -48.58, 1.82, 1.52, 7.39, suppf,
2022-05-29,184.74, -543.21, -53.71, 1.8, 1.51, 7.33, suppf,
2022-05-30,184.88, -543.19, -56.69, 1.81, 1.54, 7.49, suppf,
2022-05-31,184.10, -542.28, -59.70, 1.81, 1.53, 7.44, suppf,
2022-06-01,184.41, -543.39, -62.46, 1.8, 1.51, 7.29, suppf,
2022-06-02,184.58, -541.83, -65.20, 1.88, 1.57, 7.62, suppf,
2022-06-03,183.72, -542.41, -55.03, 1.86, 1.55, 7.55, suppf,
2022-06-04,183.35, -542.06, -54.96, 1.81, 1.52, 7.4, suppf,
2022-06-05,181.74, -542.30, -63.82, 1.82, 1.54, 7.49, suppf,
2022-06-06,185.12, -542.68, -57.64, 1.8, 1.52, 7.33, suppf,
2022-06-07,186.92, -542.93, -66.83, 1.83, 1.56, 7.57, suppf,
2022-06-08,183.97, -540.64, -51.16, 1.91, 1.64, 8.12, suppf,
2022-06-09,184.62, -542.17, -64.79, 1.79, 1.52, 7.35, suppf,
2022-06-10,184.67, -542.10, -65.91, 1.79, 1.52, 7.35, suppf,
2022-06-11,185.53, -542.85, -65.59, 1.82, 1.54, 7.48, suppf,
2022-06-12,184.15, -544.92, -67.56, 1.87, 1.6, 7.73, suppf,
2022-06-13,184.33, -543.67, -71.58, 1.83, 1.55, 7.52, suppf,
2022-06-14,184.98, -543.80, -67.40, 1.81, 1.52, 7.34, suppf,
2022-06-15,183.90, -543.03, -63.39, 1.79, 1.51, 7.31, suppf,
2022-06-16,184.45, -543.32, -63.22, 1.81, 1.54, 7.43, suppf,
2022-06-17,183.33, -544.83, -70.71, 1.82, 1.54, 7.49, suppf,
2022-06-18,183.73, -544.24, -70.42, 1.81, 1.52, 7.38, suppf,
2022-06-19,184.52, -543.73, -71.36, 1.8, 1.51, 7.29, suppf,
2022-06-20,184.05, -544.19, -77.26, 1.79, 1.51, 7.27, suppf,
2022-06-21,183.67, -543.36, -77.23, 1.8, 1.51, 7.32, suppf,
2022-06-22,185.04, -544.05, -80.49, 1.8, 1.53, 7.39, suppf,
2022-06-23,183.60, -544.62, -76.06, 1.84, 1.54, 7.47, suppf,
2022-06-24,183.06, -543.88, -72.42, 1.86, 1.55, 7.52, suppf,
2022-06-25,184.14, -544.19, -84.72, 1.8, 1.51, 7.3, suppf,
2022-06-26,183.59, -544.55, -80.85, 1.8, 1.51, 7.27, suppf,
2022-06-27,184.48, -544.68, -79.59, 1.81, 1.53, 7.37, suppf,
2022-06-28,184.18, -543.56, -80.77, 1.79, 1.51, 7.28, suppf,
2022-06-29,182.96, -544.11, -75.81, 1.81, 1.53, 7.37, suppf,
2022-06-30,183.50, -544.71, -82.07, 1.82, 1.54, 7.51, suppf,
2022-07-01,182.43, -544.43, -83.18, 1.82, 1.53, 7.41, suppf,
2022-07-02,182.58, -545.09, -78.29, 1.8, 1.52, 7.35, suppf,
2022-07-03,183.01, -545.02, -79.60, 1.8, 1.52, 7.34, suppf,
2022-07-04,183.78, -545.56, -84.99, 1.92, 1.58, 7.79, suppf,
2022-07-05,182.81, -545.13, -86.04, 1.91, 1.57, 7.74, suppf,
2022-07-06,183.22, -544.81, -84.02, 1.88, 1.53, 7.64, suppf,
2022-07-07,183.35, -546.13, -83.82, 1.8, 1.53, 7.39, suppf,
2022-07-08,183.54, -545.13, -85.49, 1.8, 1.52, 7.35, suppf,
2022-07-09,183.11, -545.54, -89.44, 1.8, 1.51, 7.31, suppf,
2022-07-10,183.55, -545.99, -89.99, 1.79, 1.51, 7.33, suppf,
2022-07-11,184.12, -546.26, -86.65, 1.8, 1.51, 7.34, suppf,
2022-07-12,183.24, -546.47, -83.73, 1.8, 1.52, 7.38, suppf,
2022-07-13,183.74, -546.80, -86.32, 1.82, 1.53, 7.47, suppf,
2022-07-14,184.23, -546.57, -90.38, 1.84, 1.52, 7.43, suppf,
2022-07-15,184.63, -547.39, -92.41, 1.86, 1.54, 7.53, suppf,
2022-07-16,184.38, -546.47, -91.16, 1.8, 1.53, 7.4, suppf,
2022-07-17,182.91, -546.31, -86.86, 1.79, 1.51, 7.33, suppf,
2022-07-18,184.61, -547.22, -95.18, 1.82, 1.55, 7.53, suppf,
2022-07-19,185.16, -546.14, -91.44, 1.82, 1.53, 7.45, suppf,
2022-07-20,184.03, -546.82, -93.07, 1.79, 1.52, 7.33, suppf,
2022-07-21,184.31, -546.90, -91.54, 1.8, 1.51, 7.33, suppf,
2022-07-22,183.49, -546.22, -93.10, 1.78, 1.51, 7.26, suppf,
2022-07-23,183.50, -546.22, -91.79, 1.79, 1.51, 7.29, suppf,
2022-07-24,183.85, -546.75, -91.85, 1.78, 1.51, 7.27, suppf,
2022-07-25,182.94, -546.80, -90.79, 1.8, 1.51, 7.33, suppf,
2022-07-26,183.70, -547.30, -97.25, 1.81, 1.52, 7.39, suppf,
2022-07-27,183.28, -546.80, -96.38, 1.8, 1.51, 7.33, suppf,
2022-07-28,184.46, -545.66, -92.62, 1.8, 1.51, 7.33, suppf,
2022-07-29,184.52, -547.12, -98.07, 1.83, 1.56, 7.47, suppf,
2022-07-30,184.58, -547.42, -99.47, 1.79, 1.52, 7.33, suppf,
2022-07-31,185.15, -547.61, -100.07, 1.79, 1.5, 7.28, suppf,
2022-08-01,183.17, -547.66, -87.58, 1.83, 1.55, 7.54, suppf,
2022-08-02,184.98, -547.79, -98.65, 1.82, 1.57, 7.58, suppf,
2022-08-03,184.64, -546.42, -95.20, 1.79, 1.55, 7.41, suppf,
2022-08-04,183.69, -548.39, -92.54, 1.8, 1.55, 7.45, suppf,
2022-08-05,184.53, -547.13, -96.92, 1.79, 1.51, 7.32, suppf,
2022-08-06,185.44, -547.60, -95.82, 1.8, 1.52, 7.37, suppf,
2022-08-07,184.70, -547.55, -101.08, 1.79, 1.52, 7.29, suppf,
2022-08-08,183.99, -548.46, -92.37, 1.81, 1.54, 7.44, suppf,
2022-08-09,185.13, -547.95, -95.56, 1.82, 1.54, 7.43, suppf,
2022-08-10,184.64, -547.54, -100.31, 1.78, 1.5, 7.22, suppf,
2022-08-11,184.69, -548.20, -97.89, 1.82, 1.55, 7.36, suppf,
2022-08-12,184.97, -548.25, -98.84, 1.83, 1.55, 7.38, suppf,
2022-08-13,183.78, -547.34, -102.16, 1.8, 1.52, 7.34, suppf,
2022-08-14,184.52, -548.33, -100.51, 1.78, 1.5, 7.23, suppf,
2022-08-15,184.91, -548.35, -101.29, 1.77, 1.5, 7.18, suppf,
2022-08-16,184.80, -548.93, -96.17, 1.79, 1.51, 7.28, suppf,
2022-08-17,183.29, -550.14, -100.72, 1.82, 1.53, 7.39, suppf,
2022-08-18,184.30, -548.19, -101.07, 1.79, 1.52, 7.32, suppf,
2022-08-19,185.24, -548.74, -97.37, 1.82, 1.52, 7.33, suppf,
2022-08-20,185.62, -549.59, -97.14, 1.78, 1.5, 7.19, suppf,
2022-08-21,185.01, -550.18, -99.30, 1.77, 1.5, 7.18, suppf,
2022-08-22,185.44, -549.52, -106.41, 1.8, 1.51, 7.27, suppf,
2022-08-23,185.99, -548.83, -101.80, 1.93, 1.62, 7.92, suppf,
2022-08-24,185.65, -549.05, -104.19, 1.93, 1.61, 7.9, suppf,
2022-08-25,184.48, -549.87, -98.11, 1.83, 1.54, 7.38, suppf,
2022-08-26,185.91, -550.07, -102.84, 1.82, 1.55, 7.37, suppf,
2022-08-27,185.90, -550.09, -100.81, 1.83, 1.54, 7.35, suppf,
2022-08-28,185.85, -551.24, -96.63, 1.84, 1.56, 7.5, suppf,
2022-08-29,185.83, -550.81, -92.94, 1.84, 1.56, 7.48, suppf,
2022-08-30,186.58, -549.99, -102.40, 1.79, 1.5, 7.27, suppf,
2022-08-31,186.47, -549.91, -99.41, 1.78, 1.49, 7.18, suppf,
2022-09-01,185.54, -551.04, -98.94, 1.78, 1.49, 7.17, suppf,
2022-09-02,185.29, -550.85, -103.68, 1.79, 1.5, 7.22, suppf,
2022-09-03,184.80, -550.54, -99.23, 1.79, 1.51, 7.26, suppf,
2022-09-04,186.04, -550.27, -95.95, 1.78, 1.5, 7.23, suppf,
2022-09-05,185.74, -551.42, -100.62, 1.78, 1.5, 7.22, suppf,
2022-09-06,186.15, -549.73, -104.49, 1.81, 1.5, 7.3, suppf,
2022-09-07,186.37, -551.54, -103.24, 1.8, 1.49, 7.22, suppf,
2022-09-08,185.85, -551.87, -96.84, 1.84, 1.55, 7.52, suppf,
2022-09-09,186.30, -551.11, -99.87, 1.83, 1.55, 7.49, suppf,
2022-09-10,185.53, -551.36, -102.78, 1.85, 1.55, 7.53, suppf,
2022-09-11,185.75, -550.55, -101.67, 1.84, 1.54, 7.51, suppf,
2022-09-12,186.41, -552.03, -99.30, 1.84, 1.53, 7.47, suppf,
2022-09-13,186.95, -552.61, -102.86, 1.85, 1.55, 7.53, suppf,
2022-09-14,186.50, -552.51, -99.43, 1.85, 1.58, 7.57, suppf,
2022-09-15,186.72, -552.05, -104.20, 1.84, 1.6, 7.64, suppf,
2022-09-16,186.67, -552.33, -103.26, 1.82, 1.53, 7.4, suppf,
2022-09-17,186.66, -552.48, -103.06, 1.78, 1.5, 7.2, suppf,
2022-09-18,185.09, -553.55, -97.62, 1.89, 1.57, 7.72, suppf,
2022-09-19,186.40, -551.63, -94.21, 1.88, 1.57, 7.7, suppf,
2022-09-20,186.08, -553.57, -97.68, 1.8, 1.51, 7.28, suppf,
2022-09-21,187.50, -552.80, -104.01, 1.8, 1.5, 7.3, suppf,
2022-09-22,187.78, -553.01, -104.05, 1.84, 1.52, 7.34, suppf,
2022-09-23,188.15, -552.90, -98.95, 1.84, 1.51, 7.35, suppf,
2022-09-24,188.21, -553.41, -103.11, 1.8, 1.5, 7.29, suppf,
2022-09-25,186.88, -553.69, -102.90, 1.79, 1.49, 7.22, suppf,
2022-09-26,187.81, -552.76, -101.05, 1.79, 1.5, 7.27, suppf,
2022-09-27,188.07, -553.28, -103.23, 1.79, 1.5, 7.24, suppf,
2022-09-28,188.13, -553.42, -103.40, 1.83, 1.54, 7.39, suppf,
2022-09-29,189.01, -553.82, -94.96, 1.91, 1.59, 7.72, suppf,
2022-09-30,189.03, -553.60, -100.93, 1.82, 1.51, 7.27, suppf,
2022-10-01,187.94, -555.00, -101.67, 1.79, 1.49, 7.21, suppf,
2022-10-02,187.68, -554.67, -100.30, 1.78, 1.48, 7.17, suppf,
2022-10-03,188.75, -554.15, -103.42, 1.78, 1.48, 7.17, suppf,
2022-10-04,189.48, -554.32, -105.26, 1.8, 1.5, 7.27, suppf,
2022-10-05,189.35, -555.22, -104.37, 1.8, 1.49, 7.24, suppf,
2022-10-06,188.66, -555.29, -109.56, 1.85, 1.49, 7.45, suppf,
2022-10-07,189.04, -555.09, -105.28, 1.85, 1.49, 7.44, suppf,
2022-10-08,189.52, -555.21, -108.68, 1.79, 1.49, 7.25, suppf,
2022-10-09,189.28, -555.14, -106.06, 1.79, 1.48, 7.19, suppf,
2022-10-10,190.20, -555.60, -101.89, 1.81, 1.49, 7.26, suppf,
2022-10-11,190.00, -555.31, -95.14, 1.86, 1.51, 7.33, suppf,
2022-10-12,189.53, -555.66, -96.65, 1.89, 1.57, 7.6, suppf,
2022-10-13,189.51, -555.62, -101.59, 1.89, 1.54, 7.62, suppf,
2022-10-14,189.50, -555.46, -96.09, 1.82, 1.53, 7.37, suppf,
2022-10-15,189.90, -556.08, -92.38, 1.8, 1.48, 7.25, suppf,
2022-10-16,188.95, -556.16, -95.45, 1.8, 1.48, 7.18, suppf,
2022-10-17,190.90, -557.19, -99.24, 1.81, 1.49, 7.24, suppf,
2022-10-18,190.00, -556.98, -107.32, 1.9, 1.6, 7.76, suppf,
2022-10-19,189.62, -555.40, -98.71, 1.94, 1.57, 7.91, suppf,
2022-10-20,191.55, -555.92, -90.01, 1.82, 1.52, 7.4, suppf,
2022-10-21,191.27, -557.26, -91.71, 1.8, 1.48, 7.22, suppf,
2022-10-22,192.19, -556.05, -90.43, 1.89, 1.56, 7.8, suppf,
2022-10-23,191.38, -558.28, -89.99, 1.81, 1.49, 7.27, suppf,
2022-10-24,190.98, -559.57, -90.96, 1.82, 1.5, 7.34, suppf,
2022-10-25,191.93, -559.30, -92.47, 1.84, 1.53, 7.57, suppf,
2022-10-26,192.51, -561.21, -94.53, 1.91, 1.56, 7.65, suppf,
2022-10-27,190.12, -561.48, -91.84, 1.88, 1.56, 7.55, suppf,
2022-10-28,190.50, -561.98, -95.83, 1.83, 1.52, 7.38, suppf,
2022-10-29,191.75, -561.72, -95.47, 1.81, 1.49, 7.28, suppf,
2022-10-30,192.35, -558.50, -89.94, 1.82, 1.51, 7.39, suppf,
2022-10-31,193.64, -559.53, -90.81, 1.81, 1.49, 7.29, suppf,
2022-11-01,191.33, -559.48, -92.02, 1.88, 1.54, 7.65, suppf,
2022-11-02,194.41, -560.70, -94.14, 1.87, 1.55, 7.58, suppf,
2022-11-03,194.39, -561.97, -93.77, 1.86, 1.54, 7.53, suppf,
2022-11-04,189.52, -561.66, -94.84, 1.84, 1.52, 7.51, suppf,
2022-11-05,192.22, -559.43, -92.00, 1.82, 1.51, 7.41, suppf,
2022-11-06,192.16, -558.72, -90.82, 1.81, 1.49, 7.3, suppf,
2022-11-07,192.77, -558.63, -78.31, 1.85, 1.51, 7.45, suppf,
2022-11-08,193.23, -559.44, -89.30, 1.83, 1.5, 7.38, suppf,
2022-11-09,193.71, -560.51, -93.16, 1.82, 1.5, 7.37, suppf,
