PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, IGS14
4-character ID, P242
Station name, FrazierAirCN2004
Begin Date, 2004-12-18
End Date, 2023-08-28
Release Date, 2023-08-29
Source file, P242.cwu.igs14.pos
Offset from source file, 89.87 mm North, -186.12 mm East, -10.46 mm Vertical
Reference position, 36.9539319849 North Latitude, -121.4631841431 East Longitude, 14.75973 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2005-10-30,5.20, -24.97, 3.16, 2.06, 1.61, 7.34, repro,
2005-10-31,5.53, -25.34, -10.44, 2.21, 1.75, 7.95, repro,
2005-11-01,7.40, -25.34, -1.85, 2.25, 1.83, 8.15, repro,
2005-11-02,6.35, -24.18, 2.80, 2.19, 1.81, 7.96, repro,
2005-11-03,6.84, -26.51, -2.36, 2.14, 1.75, 7.69, repro,
2005-11-04,7.08, -24.70, -6.09, 2.14, 1.73, 7.68, repro,
2005-11-05,5.61, -26.55, -2.25, 2.18, 1.82, 7.92, repro,
2005-11-06,6.87, -26.52, -1.46, 2.17, 1.81, 7.92, repro,
2005-11-07,7.57, -26.49, -2.05, 2.17, 1.83, 7.97, repro,
2005-11-08,7.72, -26.40, -5.52, 2.14, 1.75, 7.81, repro,
2005-11-09,6.79, -25.88, -4.80, 2.23, 1.85, 8.09, repro,
2005-11-10,6.60, -26.57, -3.31, 2.36, 1.86, 8.5, repro,
2005-11-11,8.39, -27.44, 2.65, 2.4, 1.97, 8.76, repro,
2005-11-12,8.00, -26.15, -0.85, 2.07, 1.72, 7.56, repro,
2005-11-13,8.12, -25.91, -4.71, 2.22, 1.8, 7.99, repro,
2005-11-14,7.35, -26.81, -0.81, 2.11, 1.72, 7.62, repro,
2005-11-15,6.54, -27.03, -6.95, 2.07, 1.61, 7.37, repro,
2005-11-16,8.18, -27.28, -9.35, 2.09, 1.66, 7.55, repro,
2005-11-17,7.53, -27.37, -6.38, 2.04, 1.61, 7.39, repro,
2005-11-19,8.31, -27.26, -1.39, 2.07, 1.65, 7.48, repro,
2005-11-20,7.24, -26.95, -4.04, 2.1, 1.69, 7.66, repro,
2005-11-21,7.98, -30.01, 0.83, 2.14, 1.7, 7.8, repro,
2005-11-22,7.55, -28.52, 0.83, 2.12, 1.72, 7.8, repro,
2005-11-23,7.96, -28.13, 3.35, 2.08, 1.64, 7.56, repro,
2005-11-24,7.43, -28.19, 5.14, 2.06, 1.65, 7.54, repro,
2005-11-25,7.13, -28.07, 13.58, 2.08, 1.67, 7.56, repro,
2005-11-26,10.63, -29.40, -0.18, 2.16, 1.74, 7.86, repro,
2005-11-27,7.28, -29.60, 5.92, 2.1, 1.69, 7.68, repro,
2005-11-28,8.67, -28.78, 1.74, 2.14, 1.71, 7.79, repro,
2005-11-29,7.34, -29.23, 2.24, 2.12, 1.7, 7.69, repro,
2005-11-30,7.93, -28.90, 1.20, 2.08, 1.69, 7.56, repro,
2005-12-01,7.06, -29.65, 2.12, 2.06, 1.64, 7.42, repro,
2005-12-02,6.94, -31.80, 5.59, 2.09, 1.66, 7.53, repro,
2005-12-03,9.15, -29.58, -4.73, 2.07, 1.64, 7.47, repro,
2005-12-04,8.48, -28.89, -3.77, 2.07, 1.64, 7.42, repro,
2005-12-05,7.96, -29.61, -1.99, 2.05, 1.65, 7.35, repro,
2005-12-06,8.10, -29.12, 1.38, 2.14, 1.73, 7.67, repro,
2005-12-07,8.51, -29.85, 3.27, 2.1, 1.7, 7.61, repro,
2005-12-08,8.01, -30.05, 1.70, 2.13, 1.71, 7.74, repro,
2005-12-09,9.91, -30.88, -2.03, 2.08, 1.67, 7.48, repro,
2005-12-10,8.60, -29.85, 1.73, 2.08, 1.7, 7.57, repro,
2005-12-11,8.97, -30.62, 6.47, 2.05, 1.63, 7.39, repro,
2005-12-12,8.71, -30.81, 8.65, 2.06, 1.63, 7.39, repro,
2005-12-13,9.47, -29.98, 7.22, 2.07, 1.65, 7.52, repro,
2005-12-14,9.54, -31.43, -1.23, 2.06, 1.64, 7.44, repro,
2005-12-15,9.46, -31.80, -1.21, 2.09, 1.66, 7.56, repro,
2005-12-16,9.46, -31.21, 6.56, 2.07, 1.66, 7.52, repro,
2005-12-17,8.86, -31.54, 4.83, 2.1, 1.7, 7.57, repro,
2005-12-18,9.82, -32.33, 8.96, 2.12, 1.71, 7.56, repro,
2005-12-19,10.58, -32.12, 6.35, 2.17, 1.8, 7.66, repro,
2005-12-20,12.00, -31.30, 3.08, 2.13, 1.81, 7.7, repro,
2005-12-21,11.09, -30.98, 7.65, 2.07, 1.75, 7.49, repro,
2005-12-22,12.61, -30.83, -1.26, 2.1, 1.78, 7.64, repro,
2005-12-23,12.97, -31.82, 2.54, 2.18, 1.82, 7.78, repro,
2005-12-24,11.33, -31.72, 5.51, 2.27, 1.9, 8.17, repro,
2005-12-25,10.98, -32.53, 11.18, 2.08, 1.7, 7.48, repro,
2005-12-26,10.85, -32.14, 12.28, 2.08, 1.68, 7.5, repro,
2005-12-27,11.44, -31.85, 7.10, 2.16, 1.75, 7.79, repro,
2005-12-28,12.40, -32.30, 3.89, 2.1, 1.68, 7.48, repro,
2005-12-29,11.98, -33.01, 10.71, 2.19, 1.78, 7.84, repro,
2005-12-30,11.91, -31.92, 10.70, 2.22, 1.83, 7.92, repro,
2005-12-31,10.91, -32.04, 20.68, 2.23, 1.88, 8.25, repro,
2006-01-01,10.33, -33.31, 8.44, 2.17, 1.75, 7.77, repro,
2006-01-02,12.12, -32.84, 13.48, 2.09, 1.67, 7.41, repro,
2006-01-03,11.52, -31.56, 6.57, 2.32, 1.95, 8.23, repro,
2006-01-04,12.88, -32.66, 2.53, 2.35, 1.91, 8.35, repro,
2006-01-05,13.48, -32.11, 3.22, 2.17, 1.8, 7.77, repro,
2006-01-06,13.79, -33.14, 6.12, 2.25, 1.87, 8.17, repro,
2006-01-07,13.69, -32.99, 10.35, 2.18, 1.76, 7.89, repro,
2006-01-08,13.22, -32.08, 10.69, 2.15, 1.8, 7.68, repro,
2006-01-09,13.95, -33.47, 6.55, 2.21, 1.82, 7.98, repro,
2006-01-10,14.10, -33.07, 6.67, 2.23, 1.85, 8.03, repro,
2006-01-11,16.05, -33.71, 11.36, 2.21, 1.83, 7.97, repro,
2006-01-12,12.93, -33.27, 10.02, 2.12, 1.71, 7.54, repro,
2006-01-13,13.08, -32.75, 9.07, 2.25, 1.86, 8.15, repro,
2006-01-14,10.81, -32.78, 16.29, 2.09, 1.66, 7.45, repro,
2006-01-15,13.83, -34.19, 13.53, 2.09, 1.67, 7.48, repro,
2006-01-16,14.74, -32.77, 7.85, 2.19, 1.85, 7.8, repro,
2006-01-17,14.51, -33.76, 9.66, 2.15, 1.75, 7.59, repro,
2006-01-18,14.49, -33.72, 16.68, 2.08, 1.67, 7.45, repro,
2006-01-19,14.84, -33.32, 9.53, 2.13, 1.67, 7.63, repro,
2006-01-20,13.75, -33.88, 6.41, 2.12, 1.65, 7.58, repro,
2006-01-21,13.85, -32.65, 10.38, 2.09, 1.65, 7.4, repro,
2006-01-22,14.03, -33.97, 6.26, 2.07, 1.62, 7.25, repro,
2006-01-23,14.36, -34.12, 14.47, 2.05, 1.59, 7.21, repro,
2006-01-24,13.86, -33.71, 13.41, 2.11, 1.64, 7.44, repro,
2006-01-25,13.52, -34.81, 11.83, 2, 1.58, 7.17, repro,
2006-01-26,15.10, -34.57, 4.18, 1.99, 1.57, 7.17, repro,
2006-01-27,14.98, -33.37, 7.29, 2.03, 1.59, 7.28, repro,
2006-01-28,15.09, -34.57, 11.63, 1.99, 1.56, 7.1, repro,
2006-01-29,13.98, -35.09, 10.94, 2, 1.56, 7.18, repro,
2006-01-30,15.35, -34.42, 10.18, 2.04, 1.57, 7.27, repro,
2006-01-31,15.65, -34.86, 13.72, 2.02, 1.58, 7.27, repro,
2006-02-01,14.86, -35.03, 11.24, 2.04, 1.6, 7.33, repro,
2006-02-02,14.69, -35.12, 14.64, 2.03, 1.58, 7.29, repro,
2006-02-03,13.85, -35.72, 15.65, 2.07, 1.64, 7.41, repro,
2006-02-04,13.04, -34.56, 12.08, 2.04, 1.57, 7.27, repro,
2006-02-05,13.35, -34.70, 8.58, 2.04, 1.56, 7.24, repro,
2006-02-06,13.53, -35.20, 7.24, 2.03, 1.57, 7.26, repro,
2006-02-07,14.17, -35.47, 10.36, 2, 1.57, 7.3, repro,
2006-02-08,14.84, -35.28, 8.12, 2.01, 1.56, 7.23, repro,
2006-02-09,14.00, -36.32, 11.78, 2.1, 1.57, 7.51, repro,
2006-02-10,14.14, -35.72, 11.15, 2.17, 1.59, 7.61, repro,
2006-02-11,14.26, -36.46, 9.63, 2.03, 1.58, 7.34, repro,
2006-02-12,14.95, -36.19, 4.88, 2.03, 1.58, 7.35, repro,
2006-02-13,13.56, -34.89, 11.05, 2.03, 1.57, 7.31, repro,
2006-02-14,14.29, -35.28, 19.34, 2.02, 1.54, 7.27, repro,
2006-02-15,15.94, -36.33, 15.74, 2.02, 1.55, 7.3, repro,
2006-02-16,15.41, -35.38, 13.00, 2.04, 1.57, 7.31, repro,
2006-02-17,14.03, -36.39, 13.46, 2.03, 1.57, 7.29, repro,
2006-02-18,14.21, -35.74, 9.97, 2.04, 1.58, 7.34, repro,
2006-02-19,13.62, -36.57, 17.36, 2.02, 1.56, 7.24, repro,
2006-02-20,14.60, -36.34, 21.08, 2.03, 1.57, 7.34, repro,
2006-02-21,14.35, -36.56, 21.26, 2.04, 1.56, 7.3, repro,
2006-02-22,15.82, -35.54, 19.93, 2.05, 1.6, 7.4, repro,
2006-02-23,14.92, -35.78, 17.98, 2.02, 1.57, 7.33, repro,
2006-02-24,14.20, -35.74, 14.08, 2.03, 1.57, 7.39, repro,
2006-02-25,13.47, -35.57, 14.81, 2.02, 1.57, 7.25, repro,
2006-02-26,13.66, -36.33, 19.18, 2.03, 1.57, 7.33, repro,
2006-02-27,11.51, -38.18, 37.36, 2.07, 1.62, 7.52, repro,
2006-02-28,15.09, -36.44, 24.32, 2.13, 1.67, 7.73, repro,
2006-03-01,13.37, -34.95, 16.72, 2.13, 1.65, 7.63, repro,
2006-03-02,14.70, -35.51, 19.77, 2.03, 1.58, 7.32, repro,
2006-03-03,13.89, -36.57, 17.29, 2.09, 1.58, 7.55, repro,
2006-03-04,14.42, -36.51, 16.48, 2.01, 1.58, 7.32, repro,
2006-03-05,14.98, -36.49, 17.50, 2.01, 1.59, 7.33, repro,
2006-03-06,14.36, -37.47, 21.45, 2.03, 1.59, 7.38, repro,
2006-03-07,16.17, -33.44, 12.59, 2.02, 1.6, 7.48, repro,
2006-03-08,15.30, -37.29, 17.68, 2, 1.57, 7.33, repro,
2006-03-09,15.85, -37.86, 21.17, 2.01, 1.59, 7.28, repro,
2006-03-10,14.83, -37.63, 22.42, 2.02, 1.59, 7.37, repro,
2006-03-11,15.30, -37.99, 27.11, 2.04, 1.59, 7.41, repro,
2006-03-12,14.65, -37.74, 26.01, 2.05, 1.59, 7.41, repro,
2006-03-13,15.64, -36.92, 21.06, 2.06, 1.6, 7.5, repro,
2006-03-14,15.23, -36.72, 27.18, 2.06, 1.59, 7.37, repro,
2006-03-15,15.53, -37.26, 20.84, 2.04, 1.61, 7.42, repro,
2006-03-16,14.99, -38.05, 17.47, 2.09, 1.64, 7.55, repro,
2006-03-17,16.89, -37.60, 16.28, 2.09, 1.63, 7.58, repro,
2006-03-18,16.34, -39.05, 20.51, 2.06, 1.62, 7.47, repro,
2006-03-19,15.80, -39.36, 16.91, 2.02, 1.6, 7.35, repro,
2006-03-20,15.86, -39.92, 22.13, 2.02, 1.62, 7.37, repro,
2006-03-21,15.63, -38.11, 19.83, 2.02, 1.62, 7.41, repro,
2006-03-22,16.04, -38.85, 13.82, 2.03, 1.62, 7.41, repro,
2006-03-23,15.85, -38.11, 14.53, 2.11, 1.64, 7.53, repro,
2006-03-24,16.10, -38.72, 17.52, 2.11, 1.64, 7.57, repro,
2006-03-25,16.18, -38.82, 26.52, 2.1, 1.64, 7.62, repro,
2006-03-26,17.09, -38.61, 22.63, 2.08, 1.66, 7.62, repro,
2006-03-27,17.31, -38.69, 24.09, 2.07, 1.66, 7.55, repro,
2006-03-28,16.62, -40.91, 33.50, 2.03, 1.64, 7.42, repro,
2006-03-29,16.54, -41.11, 30.53, 1.97, 1.6, 7.27, repro,
2006-03-30,16.49, -39.70, 28.10, 1.97, 1.59, 7.27, repro,
2006-03-31,14.99, -40.95, 23.40, 1.97, 1.6, 7.3, repro,
2006-04-01,15.26, -40.43, 28.58, 1.96, 1.61, 7.35, repro,
2006-04-02,16.95, -39.06, 20.50, 1.96, 1.6, 7.27, repro,
2006-04-03,16.27, -40.20, 29.94, 1.98, 1.59, 7.29, repro,
2006-04-04,17.60, -41.52, 31.73, 2, 1.59, 7.29, repro,
2006-04-05,15.98, -41.25, 23.98, 2.03, 1.68, 7.61, repro,
2006-04-06,14.85, -42.08, 23.33, 2, 1.64, 7.53, repro,
2006-04-07,15.18, -40.71, 20.59, 2.06, 1.65, 7.61, repro,
2006-04-08,17.47, -40.38, 27.24, 2.1, 1.65, 7.7, repro,
2006-04-09,17.50, -41.42, 18.64, 1.98, 1.59, 7.31, repro,
2006-04-10,17.36, -40.50, 30.12, 2.02, 1.65, 7.44, repro,
2006-04-11,14.66, -40.56, 26.77, 2.03, 1.64, 7.61, repro,
2006-04-12,17.24, -42.12, 25.19, 2.03, 1.64, 7.59, repro,
2006-04-13,18.95, -40.78, 20.71, 2, 1.65, 7.6, repro,
2006-04-14,17.33, -42.44, 24.34, 1.97, 1.61, 7.39, repro,
2006-04-15,18.94, -40.42, 33.94, 2.01, 1.62, 7.41, repro,
2006-04-16,17.10, -40.01, 26.92, 1.97, 1.59, 7.3, repro,
2006-04-17,16.91, -37.54, 28.88, 1.95, 1.6, 7.29, repro,
2006-04-18,17.14, -41.72, 24.37, 1.96, 1.6, 7.36, repro,
2006-04-19,18.12, -41.16, 21.69, 1.99, 1.63, 7.47, repro,
2006-04-20,17.57, -41.30, 31.60, 1.98, 1.63, 7.47, repro,
2006-04-21,17.77, -42.04, 28.74, 1.96, 1.58, 7.28, repro,
2006-04-22,17.13, -41.60, 28.20, 1.96, 1.59, 7.28, repro,
2006-04-23,17.22, -41.53, 24.80, 1.99, 1.64, 7.47, repro,
2006-04-24,17.76, -40.62, 23.74, 2.04, 1.71, 7.67, repro,
2006-04-25,15.28, -40.69, 42.36, 2.01, 1.64, 7.53, repro,
2006-04-26,17.34, -39.78, 41.31, 2, 1.63, 7.44, repro,
2006-04-27,18.11, -43.65, 25.74, 2.08, 1.65, 7.57, repro,
2006-04-28,17.66, -41.18, 28.31, 2.05, 1.65, 7.59, repro,
2006-04-29,16.50, -41.09, 32.42, 1.98, 1.6, 7.38, repro,
2006-04-30,17.60, -41.69, 35.70, 1.98, 1.6, 7.35, repro,
2006-05-01,18.04, -41.24, 29.09, 1.98, 1.59, 7.35, repro,
2006-05-02,18.00, -44.08, 39.32, 1.96, 1.59, 7.34, repro,
2006-05-03,15.32, -42.49, 33.15, 1.97, 1.59, 7.35, repro,
2006-05-04,15.12, -43.91, 33.48, 1.98, 1.6, 7.39, repro,
2006-05-05,16.75, -42.42, 27.68, 2.03, 1.63, 7.62, repro,
2006-05-06,17.04, -41.83, 29.29, 1.97, 1.59, 7.36, repro,
2006-05-07,17.52, -42.29, 30.27, 1.96, 1.58, 7.29, repro,
2006-05-08,15.48, -43.99, 42.90, 1.98, 1.6, 7.41, repro,
2006-05-09,17.40, -43.70, 29.24, 2.04, 1.62, 7.51, repro,
2006-05-10,17.36, -42.30, 29.33, 1.98, 1.61, 7.42, repro,
2006-05-11,16.28, -43.07, 27.81, 1.98, 1.61, 7.44, repro,
2006-05-12,15.40, -43.18, 29.19, 1.97, 1.59, 7.33, repro,
2006-05-13,14.61, -43.62, 30.95, 2.08, 1.66, 7.61, repro,
2006-05-14,14.89, -44.23, 31.71, 2.02, 1.65, 7.6, repro,
2006-05-15,15.26, -43.60, 26.24, 1.99, 1.6, 7.42, repro,
2006-05-16,15.36, -41.23, 22.23, 2.06, 1.67, 7.61, repro,
2006-05-17,15.48, -43.51, 27.23, 1.99, 1.64, 7.45, repro,
2006-05-18,15.76, -43.43, 26.45, 1.99, 1.6, 7.41, repro,
2006-05-19,14.88, -43.46, 23.27, 2.1, 1.65, 7.65, repro,
2006-05-20,14.99, -43.28, 28.25, 2.07, 1.61, 7.52, repro,
2006-05-21,13.11, -43.18, 26.06, 2.11, 1.66, 7.72, repro,
2006-05-22,12.62, -44.95, 23.91, 2.05, 1.67, 7.57, repro,
2006-05-23,15.27, -44.70, 24.63, 2.05, 1.61, 7.42, repro,
2006-05-24,12.87, -44.15, 23.88, 2.04, 1.61, 7.46, repro,
2006-05-25,14.91, -43.86, 23.96, 2.17, 1.68, 7.88, repro,
2006-05-26,13.38, -43.09, 21.83, 2.11, 1.65, 7.71, repro,
2006-05-27,13.61, -43.77, 26.93, 2.04, 1.63, 7.51, repro,
2006-05-28,14.01, -43.38, 28.27, 2.03, 1.61, 7.41, repro,
2006-05-29,14.11, -44.00, 25.69, 2.03, 1.6, 7.39, repro,
2006-05-30,13.40, -44.79, 20.74, 2.14, 1.7, 7.83, repro,
2006-05-31,13.06, -43.45, 18.68, 2.14, 1.7, 7.81, repro,
2006-06-01,13.27, -42.95, 18.79, 2.08, 1.66, 7.69, repro,
2006-06-02,12.58, -44.21, 22.32, 2.17, 1.7, 7.84, repro,
2006-06-03,13.10, -43.11, 19.41, 2.12, 1.7, 7.87, repro,
2006-06-04,12.14, -43.82, 17.81, 2.1, 1.65, 7.66, repro,
2006-06-05,12.52, -43.64, 17.46, 2.1, 1.65, 7.71, repro,
2006-06-06,12.03, -42.52, 27.58, 2.1, 1.66, 7.73, repro,
2006-06-07,11.63, -44.79, 14.19, 2.09, 1.64, 7.62, repro,
2006-06-08,11.80, -45.31, 18.86, 2.02, 1.61, 7.38, repro,
2006-06-09,11.63, -43.58, 19.64, 2.08, 1.63, 7.51, repro,
2006-06-10,12.06, -43.99, 20.40, 2.05, 1.63, 7.58, repro,
2006-06-11,10.93, -42.63, 19.58, 2.1, 1.72, 7.79, repro,
2006-06-12,11.73, -42.49, 19.68, 2.1, 1.73, 7.81, repro,
2006-06-13,10.79, -46.21, 21.64, 2.12, 1.66, 7.66, repro,
2006-06-14,12.52, -44.58, 17.62, 2.06, 1.61, 7.45, repro,
2006-06-15,12.81, -45.38, 19.44, 2.09, 1.65, 7.73, repro,
2006-06-16,12.74, -46.16, 17.50, 2.03, 1.62, 7.53, repro,
2006-06-17,13.32, -42.26, 18.85, 2.03, 1.62, 7.47, repro,
2006-06-18,10.59, -44.95, 20.25, 2.08, 1.66, 7.73, repro,
2006-06-19,12.63, -46.69, 12.56, 2.06, 1.65, 7.64, repro,
2006-06-20,12.05, -43.58, 13.71, 2.07, 1.66, 7.71, repro,
2006-06-21,13.21, -45.25, 17.71, 2.07, 1.66, 7.74, repro,
2006-06-22,11.77, -43.87, 8.50, 2.07, 1.66, 7.74, repro,
2006-06-23,11.50, -44.48, 9.07, 2.08, 1.66, 7.76, repro,
2006-06-24,12.24, -44.46, 14.42, 2.06, 1.66, 7.66, repro,
2006-06-25,10.98, -44.45, 9.63, 2.07, 1.67, 7.71, repro,
2006-06-26,11.99, -44.42, 14.88, 2.1, 1.74, 7.89, repro,
2006-06-27,10.92, -47.11, 12.91, 2.14, 1.74, 7.97, repro,
2006-06-28,12.45, -46.38, 12.44, 2.07, 1.66, 7.78, repro,
2006-06-29,10.59, -45.33, 15.59, 2, 1.64, 7.54, repro,
2006-06-30,11.78, -45.90, 17.57, 2.03, 1.63, 7.63, repro,
2006-07-01,11.82, -45.99, 14.10, 2.03, 1.63, 7.59, repro,
2006-07-02,11.44, -45.26, 8.90, 2.09, 1.74, 7.94, repro,
2006-07-03,10.87, -45.20, 6.20, 2.03, 1.63, 7.6, repro,
2006-07-04,11.39, -45.61, 9.31, 2.02, 1.64, 7.62, repro,
2006-07-05,10.98, -45.81, 12.18, 2.02, 1.62, 7.59, repro,
2006-07-06,10.89, -45.71, 2.52, 2.05, 1.62, 7.61, repro,
2006-07-07,10.62, -45.12, 6.78, 2.03, 1.63, 7.6, repro,
2006-07-08,10.70, -44.15, 1.37, 2.04, 1.62, 7.61, repro,
2006-07-09,10.52, -44.83, 12.66, 2.04, 1.64, 7.7, repro,
2006-07-10,10.72, -45.37, 6.34, 2.05, 1.63, 7.65, repro,
2006-07-11,10.40, -46.15, 12.31, 2.02, 1.62, 7.6, repro,
2006-07-12,9.21, -44.45, 12.04, 2.04, 1.63, 7.64, repro,
2006-07-13,11.47, -46.60, 6.88, 2.07, 1.65, 7.74, repro,
2006-07-14,11.31, -45.27, 3.31, 2.12, 1.71, 8.16, repro,
2006-07-15,11.38, -43.26, 10.70, 2.17, 1.77, 8.48, repro,
2006-07-16,12.51, -46.03, 7.68, 2.14, 1.74, 8.29, repro,
2006-07-17,11.48, -46.27, 7.23, 2.16, 1.76, 8.27, repro,
2006-07-18,9.85, -44.86, 12.78, 2.02, 1.63, 7.58, repro,
2006-07-19,10.97, -46.03, 10.52, 2.03, 1.66, 7.79, repro,
2006-07-20,11.21, -45.79, 7.18, 2.04, 1.67, 7.83, repro,
2006-07-21,11.18, -45.73, 6.92, 2.07, 1.68, 7.83, repro,
2006-07-22,11.45, -45.70, 6.28, 1.99, 1.61, 7.46, repro,
2006-07-23,8.83, -45.21, 13.78, 2.11, 1.79, 7.86, repro,
2006-07-24,11.29, -46.09, 13.71, 1.97, 1.59, 7.38, repro,
2006-07-25,11.90, -45.82, 1.25, 1.98, 1.61, 7.44, repro,
2006-07-26,11.67, -49.15, 5.37, 2.09, 1.67, 7.88, repro,
2006-07-27,10.55, -47.62, 3.14, 1.97, 1.6, 7.38, repro,
2006-07-28,8.25, -45.79, 2.91, 2, 1.65, 7.43, repro,
2006-07-29,8.36, -47.11, 4.75, 2.01, 1.64, 7.54, repro,
2006-07-30,10.51, -48.16, 4.97, 2.04, 1.66, 7.61, repro,
2006-07-31,8.89, -47.45, 4.51, 1.97, 1.6, 7.42, repro,
2006-08-01,9.69, -46.72, 1.72, 1.98, 1.59, 7.34, repro,
2006-08-02,8.89, -45.68, 2.62, 2.02, 1.7, 7.77, repro,
2006-08-03,9.35, -46.82, 2.89, 2.04, 1.7, 7.8, repro,
2006-08-04,10.81, -47.28, -3.43, 2.09, 1.69, 7.88, repro,
2006-08-05,10.19, -46.69, 1.43, 2.14, 1.74, 8.14, repro,
2006-08-06,11.05, -46.59, -1.59, 2, 1.64, 7.62, repro,
2006-08-07,10.24, -47.51, 4.54, 2, 1.65, 7.67, repro,
2006-08-08,10.07, -47.96, -2.97, 2, 1.65, 7.52, repro,
2006-08-09,10.69, -46.54, -6.85, 2.03, 1.66, 7.64, repro,
2006-08-10,11.06, -47.81, -3.54, 2.04, 1.67, 7.63, repro,
2006-08-11,9.66, -46.84, -1.12, 2.03, 1.64, 7.68, repro,
2006-08-12,10.16, -49.94, -4.91, 2.15, 1.84, 8.61, repro,
2006-08-13,9.80, -49.12, 0.38, 2.14, 1.82, 8.6, repro,
2006-08-14,9.16, -48.31, 2.83, 2.09, 1.76, 8.17, repro,
2006-08-15,9.43, -47.36, -0.40, 2.18, 1.77, 8.62, repro,
2006-08-16,9.44, -47.31, -3.11, 2.11, 1.83, 8.55, repro,
2006-08-17,9.10, -47.88, -5.17, 2.2, 1.89, 8.96, repro,
2006-08-18,8.61, -48.20, -4.27, 2.23, 1.96, 9.44, repro,
2006-08-19,8.68, -46.68, -6.12, 2.2, 1.88, 9.09, repro,
2006-08-20,10.62, -46.78, -0.33, 2.2, 1.86, 9.16, repro,
2006-08-21,10.04, -46.98, 0.35, 2.26, 1.93, 9.19, repro,
2006-08-22,10.23, -48.03, -8.70, 2.23, 1.9, 9.14, repro,
2006-08-23,10.94, -47.65, -3.62, 2.1, 1.77, 8.29, repro,
2006-08-24,9.33, -48.87, -1.66, 2.07, 1.73, 8.09, repro,
2006-08-25,9.72, -48.91, 11.45, 2.45, 2.12, 10.66, repro,
2006-08-26,10.03, -47.93, 0.52, 2.15, 1.89, 8.71, repro,
2006-08-27,11.99, -48.77, -3.02, 2.4, 2.1, 10.17, repro,
2006-08-28,10.37, -48.00, -5.94, 2.29, 1.99, 9.64, repro,
2006-08-29,11.42, -48.89, -4.99, 2.24, 1.96, 9.45, repro,
2006-08-30,10.92, -50.27, -6.38, 2.33, 2.02, 9.88, repro,
2006-08-31,11.28, -49.12, -5.34, 2.14, 1.83, 8.65, repro,
2006-09-01,12.88, -48.97, -8.27, 2.26, 1.9, 9.1, repro,
2006-09-02,11.63, -50.06, -10.71, 2.23, 1.96, 9.26, repro,
2006-09-03,10.97, -50.91, -7.45, 2.22, 1.91, 9.26, repro,
2006-09-04,12.27, -49.92, -9.36, 2.28, 1.91, 9.31, repro,
2006-09-05,11.36, -49.87, -13.01, 2.31, 1.98, 9.45, repro,
2006-09-06,11.66, -50.11, -5.33, 2.14, 1.88, 8.83, repro,
2006-09-07,11.92, -48.86, -2.23, 2.18, 1.89, 8.97, repro,
2006-09-08,11.06, -50.97, -6.26, 2.32, 2.1, 9.97, repro,
2006-09-09,13.64, -50.60, 5.63, 3.01, 2.63, 12.84, repro,
2006-09-10,12.22, -51.27, -1.36, 2.54, 2.25, 10.7, repro,
2006-09-11,12.48, -50.38, -3.78, 2.17, 1.88, 8.88, repro,
2006-09-12,13.43, -50.37, -9.22, 2.06, 1.75, 7.95, repro,
2006-09-13,14.31, -50.28, -0.98, 2.05, 1.72, 7.88, repro,
2006-09-14,11.88, -53.66, -8.67, 2.11, 1.72, 7.94, repro,
2006-09-15,11.34, -51.92, -1.36, 2.19, 1.8, 8.43, repro,
2006-09-16,12.31, -50.89, 0.87, 2.18, 1.83, 8.76, repro,
2006-09-17,13.39, -50.62, -7.14, 2.14, 1.79, 8.35, repro,
2006-09-18,13.02, -50.73, -5.24, 2.03, 1.68, 7.72, repro,
2006-09-19,11.29, -51.46, 3.08, 2.01, 1.64, 7.55, repro,
2006-09-20,12.05, -50.76, -8.36, 2.06, 1.71, 7.84, repro,
2006-09-21,12.12, -52.65, -6.54, 2.05, 1.72, 7.88, repro,
2006-09-22,12.16, -52.28, -10.11, 2.17, 1.79, 8.28, repro,
2006-09-23,13.22, -52.79, -2.55, 2.14, 1.81, 8.43, repro,
2006-09-24,13.07, -51.78, -9.96, 2.34, 1.92, 9.11, repro,
2006-09-25,12.83, -50.88, -9.64, 2.2, 1.77, 8.51, repro,
2006-09-26,12.41, -53.02, -8.98, 2.16, 1.78, 7.96, repro,
2006-09-27,11.70, -52.59, -14.03, 2.22, 1.87, 8.65, repro,
2006-09-28,11.25, -53.04, -5.04, 2.29, 1.92, 8.98, repro,
2006-09-29,12.35, -53.91, 3.40, 2.38, 1.99, 9.41, repro,
2006-09-30,13.61, -54.32, 4.13, 2.29, 1.95, 9.13, repro,
2006-10-01,12.25, -52.18, 1.94, 2.22, 1.82, 8.62, repro,
2006-10-02,16.37, -53.90, -0.11, 2.65, 2.18, 10.51, repro,
2006-10-03,14.51, -52.94, 1.09, 2.6, 2.17, 10.16, repro,
2006-10-04,15.09, -53.57, -11.26, 2.27, 1.83, 8.69, repro,
2006-10-05,14.22, -54.16, 8.32, 2.27, 1.88, 8.84, repro,
2006-10-06,13.55, -53.69, -6.21, 2.48, 2.16, 10.51, repro,
2006-10-07,16.12, -54.68, -10.09, 2.97, 2.51, 12.5, repro,
2006-10-08,14.80, -54.72, -8.31, 2.4, 1.99, 9.39, repro,
2006-10-09,16.77, -54.24, -6.94, 2.29, 1.93, 8.95, repro,
